Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
AMPH,30.49,,30.1,30.94,177,0.49,,49.56,76.47,5.4,,0.0,,"1,404",0.36,,1.2867,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
GDS,33.67,,33.25,33.94,"5,024",-0.38,-0.68,73.25,111.68,,66.69,34.76,-53.72,"90,254",-0.02,6.98,0.9733,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#F87171,#10B981
PEP,147.64,,146.33,147.79,"14,749",0.44,,25.12,32.39,,,40.67,,"493,265",-0.05,,0.779,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
FUBO,3.41,,3.37,3.44,"16,361",-1.16,,73.14,116.99,,,66.47,,"563,060",0.0,,0.9514,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AWK,144.75,,143.16,144.96,509,0.56,,23.86,19.43,-14.05,,18.93,,"15,709",0.0,,0.7161,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PLUG,1.62,,1.6,1.66,"11,317",-1.82,,121.44,134.05,-12.6,,72.36,,"1,064,708",0.0,,1.0592,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
GRPN,26.25,,25.93,26.5,"8,130",0.0,,83.3,112.07,71.95,,-2.54,,"99,694",-9.78,,0.9042,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
ATI,76.76,,76.25,77.34,"4,531",0.37,,59.03,36.52,,,-8.07,,"28,309",-0.77,,1.0674,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
HASI,28.01,,27.9,28.26,"3,040",-0.25,0.47,41.3,37.19,,-15.69,0.23,-31.13,"31,301",0.0,1.01,1.2459,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981
APLS,28.22,,27.74,28.51,"6,348",1.04,6.17,60.63,97.52,-4.05,-9.52,-4.31,27.06,"60,602",-1.55,0.37,0.9982,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
RCL,359.07,,352.6,360.72,"12,564",1.51,,43.34,65.25,-4.76,,20.99,,"115,631",0.6,,0.9554,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
JOYY,53.54,,51.42,54.26,739,3.88,,27.78,24.48,-44.86,,26.54,,"4,726",0.34,,0.7406,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
WB,11.17,,10.89,11.17,983,-1.33,0.09,41.87,145.0,29.95,106.38,1.65,-24.09,"60,766",0.0,-0.59,1.1408,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#FFFFFF,#F87171
ENPH,37.56,,37.4,38.42,"26,959",-1.05,5.27,93.53,84.4,-17.0,3.94,23.84,-33.65,"518,563",0.02,-8.93,0.9212,#F87171,#10B981,#F87171,#10B981,#10B981,#F87171,#10B981,#F87171
MTH,77.86,,76.65,77.93,811,0.88,3.83,43.92,38.89,,52.42,-6.24,6.71,"10,878",-0.09,5.13,0.9841,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#10B981,#F87171,#10B981
MITT,7.47,,7.45,7.55,368,-0.4,,38.61,32.17,0.26,,0.0,,"1,479",0.0,,0.9766,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
RPD,20.67,,20.24,20.7,"8,514",2.63,,47.89,51.84,,,-7.11,,"36,543",-3.64,,0.9221,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
HOPE,11.14,,10.94,11.2,17,0.81,,31.6,124.48,,,-22.73,,294,-0.34,,,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
CMI,401.4,,396.96,402.83,"5,856",0.74,,32.68,52.86,25.87,,-0.71,,"15,013",-0.13,,0.9606,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
VIAV,11.14,,11.13,11.32,"1,034",-0.45,5.59,34.51,39.37,,8.52,-1.05,54.56,"11,359",-0.41,-3.88,1.4454,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#10B981,#F87171,#F87171
COIN,308.97,,306.69,312.41,"164,714",0.16,1.5,77.99,69.4,9.57,-9.25,83.3,-38.52,"1,275,324",-0.1,6.05,0.9153,#10B981,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981
TMDX,117.38,,114.56,118.81,"2,459",1.91,-3.69,61.08,61.29,-51.95,-1.52,8.9,24.51,"32,734",-0.15,4.08,0.9576,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
GOSS,2.46,,2.45,2.64,"3,945",-2.77,,91.2,117.74,,,291.76,,"79,713",0.0,,2.6386,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
DNMR,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Z,84.19,,84.12,86.67,"9,450",-1.74,,38.23,58.07,14.11,,29.35,,"162,470",-0.13,,0.9528,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
BL,54.68,,53.19,54.91,"1,089",3.35,4.69,34.45,63.34,,9.18,0.55,12.62,"7,131",-0.88,0.93,1.1123,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#F87171,#10B981
AFRM,77.59,,76.43,78.95,"41,003",-0.46,,71.94,103.48,,,72.64,,"472,589",-0.03,,0.8831,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
FWONK,99.82,,98.5,101.36,171,-1.6,,25.37,29.85,8.69,,-1.72,,916,-0.43,,1.0478,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
XYZ,79.39,,78.44,79.68,"26,431",0.77,,60.38,45.94,-12.33,,52.3,,"691,787",-0.03,,0.9777,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
NET,205.24,,199.76,205.65,"12,948",3.37,,48.48,74.68,36.36,,53.59,,"177,466",-0.96,,0.9314,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
RDFN,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
RIG,3.17,,3.02,3.21,"18,791",4.28,13.21,73.77,67.1,,2.11,21.04,-5.93,"814,502",-0.01,7.64,1.097,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#F87171,#10B981
DDOG,131.73,,128.01,131.85,"31,282",4.29,2.55,45.39,41.34,-17.37,-5.9,44.78,39.8,"331,939",-0.09,2.54,0.9265,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
SOFI,24.96,,24.88,25.81,"334,405",-2.58,,58.94,97.53,68.43,,76.58,,"3,762,609",0.0,,0.9432,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
MDB,295.7,,275.66,297.26,"194,056",37.96,,74.04,80.72,-30.38,,58.26,,"284,860",-0.44,,1.0736,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
EQT,51.35,,51.14,53.17,"30,378",-2.58,,41.68,34.45,,,44.05,,"335,786",-0.0,,0.9108,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
HOUS,6.41,,6.32,6.55,"5,109",-0.31,,65.6,62.36,,,-1.66,,"56,424",-0.86,,0.9534,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
MMSI,90.79,,88.76,90.84,764,1.94,3.93,36.43,28.59,-4.45,17.88,1.06,-6.37,"1,115",0.0,0.18,1.0371,#10B981,#10B981,#F87171,#10B981,#10B981,#F87171,#FFFFFF,#10B981
BA,235.62,,232.4,236.34,"75,364",0.34,,39.46,45.54,,,59.98,,"1,047,850",-0.02,,0.9641,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
CCL,32.34,,31.77,32.4,"66,879",1.47,,48.92,47.33,-27.62,,38.25,,"1,339,385",-0.01,,0.9352,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
WOLF,1.29,,1.28,1.34,"37,827",-3.01,,280.82,261.25,-6.03,,14.16,,"997,340",-0.01,,0.6705,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
BTU,16.76,,16.57,17.01,"15,150",-0.89,4.75,64.85,59.56,,-4.25,9.99,-15.05,"271,757",-0.25,-2.68,0.9298,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#F87171,#F87171
GVA,109.97,,109.85,110.69,419,-0.48,0.38,27.19,22.2,-23.93,-27.56,-31.65,6.08,"1,973",-0.75,32.77,1.3227,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#10B981
NVST,21.24,,20.91,21.43,228,0.47,2.51,44.64,35.45,-7.72,-13.82,9.09,39.02,"1,064",0.0,1.43,0.8419,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#FFFFFF,#10B981
EB,2.6,,2.57,2.69,213,-1.89,,57.35,45.3,,,0.95,,"18,400",0.0,,0.4703,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
HLF,9.48,,9.16,9.5,"6,504",2.71,,67.22,100.95,,,-12.32,,"189,947",-0.36,,1.0194,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
DDD,2.56,,2.22,2.69,"22,140",19.07,,107.53,98.05,-8.64,,72.74,,"76,875",-0.04,,0.9697,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
XERS,7.99,,7.8,8.01,825,0.5,,64.88,138.88,91.26,,3.9,,"12,804",0.0,,1.8648,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RPAY,5.88,,5.8,5.93,166,0.86,,61.84,61.47,,,0.61,,"2,789",-0.04,,0.9524,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
ATEC,16.18,,15.87,16.32,"1,060",0.81,1.83,58.75,58.59,-1.66,1.49,-7.59,23.26,"36,563",-0.02,7.27,1.0519,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981
CSGS,64.01,,62.82,64.03,23,1.65,,27.35,31.04,,,0.0,,75,-2.6,,0.6242,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
WEC,107.68,,106.99,107.75,480,0.49,,17.03,18.14,-5.53,,1.69,,"15,419",-0.02,,0.7984,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
FIVN,27.01,,26.04,27.02,"2,976",3.92,,56.11,57.55,,,2.66,,"93,379",-0.37,,0.8969,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
ABNB,129.85,,126.95,130.15,"27,673",2.33,,40.04,40.71,-5.7,,47.64,,"297,051",-0.05,,1.0842,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
HALO,73.18,,72.93,74.07,"2,054",0.34,2.88,60.87,32.06,-5.07,-40.2,27.5,5.99,"17,448",-0.96,9.0,0.9626,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981
UPST,69.6,,68.35,71.25,"42,520",1.03,8.95,81.34,77.77,-52.75,-45.45,59.59,-9.21,"437,948",-0.0,8.08,1.0002,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#10B981
DKNG,47.8,,47.54,48.33,"55,259",0.19,,40.53,47.54,-24.57,,32.58,,"636,621",-0.08,,0.9878,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
JAZZ,124.43,,123.87,126.14,818,-0.46,4.5,41.65,68.03,,33.54,-0.37,17.36,"11,253",-0.02,6.6,0.7605,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#10B981,#F87171,#10B981
TCOM,65.29,,64.0,65.4,"9,203",0.55,,37.3,49.12,,,114.22,,"69,653",-0.59,,0.9329,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MIRM,74.65,,73.84,75.41,397,0.61,11.9,43.29,40.17,-5.61,0.47,-0.25,11.2,"2,404",-0.08,11.61,0.9075,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981
GCI,4.1,,4.0,4.19,756,1.23,,56.31,51.15,,,10.04,,"14,661",0.03,,1.0307,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EVH,9.62,,9.11,9.99,"2,080",3.78,,72.71,73.11,,,-1.56,,"10,530",-1.16,,0.7953,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
PSEC,2.9,,2.77,2.91,"13,153",2.47,,32.91,78.63,,,7.3,,"106,050",-0.93,,0.5786,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
AXON,769.68,,767.0,779.79,"3,254",0.09,,51.67,71.04,59.76,,8.32,,"41,839",-0.58,,1.0181,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
PRO,15.25,,15.1,15.45,"2,841",1.4,,55.79,50.82,-2.68,,-0.04,,"5,482",-3.74,,,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
ITRI,123.93,,123.1,124.82,572,-0.1,-0.61,31.96,44.18,-1.97,11.4,4.19,1.96,"2,171",0.51,1.69,0.487,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981
RGEN,118.88,,118.83,121.56,"1,743",-1.34,-2.2,54.92,51.2,10.77,8.5,0.06,-21.31,"10,575",-0.07,20.62,0.8575,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#F87171,#10B981
EQX,8.2,,8.07,8.23,"3,165",-0.36,5.81,51.56,44.19,,-7.94,67.11,-90.16,"252,679",0.0,-1.3,0.6755,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171
IQ,2.36,,2.29,2.37,"15,483",0.43,,61.22,64.69,1.82,,9.57,,"858,371",0.0,,1.1903,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
BHR,2.73,,2.51,3.1,"1,083",21.33,,66.69,66.32,,,56.5,,"2,641",0.0,,0.5172,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CMRC,4.72,,4.55,4.77,300,2.83,,47.47,71.05,-2.81,,0.67,,"8,927",0.0,,1.0157,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
IMAX,28.96,,27.69,28.97,702,4.4,,35.7,61.08,63.33,,1.74,,"10,065",-0.08,,0.955,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
GBX,47.17,,46.62,47.18,887,0.86,,48.99,37.32,2.15,,17.8,,"3,643",-0.03,,0.9632,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
NOG,25.76,,25.16,26.0,"2,642",1.78,10.84,62.48,51.38,,1.87,13.59,-5.81,"35,619",-0.68,4.23,0.8195,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#F87171,#10B981
LCID,2.08,,2.07,2.15,"79,964",-1.42,-0.48,79.83,124.27,,8.05,88.52,-23.63,"3,198,370",0.01,5.55,0.9341,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981
UBER,95.33,,95.33,96.95,"83,868",-1.24,,38.27,39.18,,,62.14,,"1,502,157",-0.04,,0.9475,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
NTNX,69.6,,69.03,70.48,"31,532",2.2,,42.49,52.24,-9.87,,376.1,,"113,440",-0.84,,0.9414,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
EYE,24.39,,23.98,24.42,253,-0.65,,48.2,48.31,,,-6.99,,"12,107",-0.09,,0.9208,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
HLIT,9.49,,9.36,9.57,333,0.74,,42.11,39.64,-10.13,,-27.61,,"3,306",0.0,,1.7683,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
ALRM,58.52,,57.26,58.6,75,2.49,2.65,29.82,37.0,5.23,23.03,0.0,5.63,443,-7.52,-1.12,1.0296,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171
AMZN,229.12,,227.82,229.86,"278,696",0.18,,37.11,60.53,-31.42,,59.74,,"3,754,314",0.0,,0.9913,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
MODG,9.8,,9.76,9.93,838,-0.91,,74.63,61.03,,,-3.23,,"42,334",0.41,,0.8965,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
VERX,25.27,,24.9,25.34,765,1.61,0.24,49.7,47.66,-24.7,-5.51,0.0,1.86,"3,376",-1.86,17.18,1.0137,#10B981,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#10B981
MARA,15.85,,15.56,16.14,"141,475",0.06,2.59,73.05,194.71,,144.38,51.42,-49.97,"2,493,020",0.0,-1.08,0.8322,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171
LITE,125.84,,123.78,128.21,"7,114",0.98,8.59,54.65,58.42,18.49,-13.52,39.71,-5.26,"62,417",-1.01,12.69,0.9758,#10B981,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981
RNG,30.72,,30.44,30.86,"2,373",1.59,4.45,59.32,49.49,-46.31,-45.7,2.64,-17.17,"24,777",0.44,1.58,1.0842,#10B981,#10B981,#F87171,#F87171,#10B981,#F87171,#10B981,#10B981
CBRL,62.33,,58.65,63.15,"21,839",8.01,,60.01,54.64,,,38.5,,"44,625",-0.14,,0.8478,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
WGO,36.47,,35.87,36.75,"1,375",1.76,,55.72,48.93,-11.0,,2.15,,"20,807",-0.36,,0.9183,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
CYTK,37.83,,37.6,39.15,"12,303",-0.94,1.37,51.66,107.04,-21.42,7.95,-7.85,414.77,"78,299",0.86,2.48,0.9871,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981
FRT,100.29,,98.47,100.46,169,1.55,4.0,26.09,34.84,-26.47,-54.35,7.64,13.42,"4,233",0.52,3.07,0.8011,#10B981,#10B981,#F87171,#F87171,#10B981,#10B981,#10B981,#10B981
CDP,28.89,,28.59,28.93,111,1.12,2.92,20.63,43.7,29.27,11.6,0.0,2.78,420,0.0,-0.24,0.8866,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171
CMS,72.21,,71.91,72.51,"2,327",0.17,,18.58,29.83,,,0.09,,"8,413",0.01,,0.6574,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
FOUR,90.31,,89.09,90.55,"1,648",0.94,-0.21,53.52,46.22,9.87,-5.85,0.8,-3.06,"52,767",-0.01,2.12,0.9101,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#F87171,#10B981
KOS,1.83,,1.77,1.85,"2,302",1.67,,89.09,99.6,-2.08,,-14.07,,"181,584",-0.04,,1.0695,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
NKE,78.06,,77.65,79.5,"34,547",-0.75,,44.43,35.22,-14.15,,60.79,,"1,443,225",0.02,,0.8594,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
EEFT,93.91,,93.83,95.76,450,-0.88,-1.24,37.99,31.09,1.77,-2.39,0.67,0.0,"3,910",0.21,14.93,0.901,#F87171,#F87171,#10B981,#F87171,#10B981,#FFFFFF,#10B981,#10B981
VERI,3.04,,2.83,3.2,"4,213",4.11,,113.49,116.72,-59.65,,21.31,,"28,450",-0.25,,0.8755,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
FE,43.77,,43.58,43.87,"1,572",0.41,,17.56,13.95,-33.53,,19.27,,"65,449",-0.55,,0.7191,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
LAZR,1.84,,1.82,1.91,"4,780",0.0,,93.29,154.67,,,5.12,,"200,870",-0.01,,1.0181,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
HLX,6.44,,6.26,6.51,349,1.9,,60.29,44.71,-32.63,,-1.13,,"4,505",0.0,,0.9774,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
^TNX,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SENS,0.47,,0.47,0.51,"2,093",1.35,,65.61,101.91,,,12.41,,"87,307",0.12,,1.0717,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
MKSI,105.68,,105.04,106.55,443,-0.82,6.34,66.7,81.49,5.55,10.11,2.78,86.13,"2,325",16.37,28.17,0.8191,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
TYL,560.81,,551.5,561.58,414,2.49,,29.67,29.79,-13.01,,-1.19,,"1,706",-1.39,,0.6062,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF
LIVN,56.49,,56.13,56.7,146,-0.18,5.81,50.3,43.3,,-10.95,-32.09,5.8,948,-2.17,11.53,1.1193,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#10B981
IRTC,169.79,,167.32,170.84,381,1.05,4.04,50.36,72.08,-5.73,20.18,-0.52,-31.72,"3,717",-19.18,-15.14,1.047,#10B981,#10B981,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171
MRK,84.07,,83.88,85.42,"26,226",-1.08,,31.8,33.06,-7.22,,57.35,,"674,131",-0.15,,0.8269,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
PRCH,16.27,,15.77,16.45,"1,479",2.55,,116.29,78.67,,,7.33,,"19,319",-0.56,,0.9176,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
BKNG,5615.68,,5581.06,5693.0,"9,640",-1.58,,27.79,50.34,-11.96,,6.94,,"32,550",0.59,,1.0005,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
KRG,22.7,,22.3,22.71,34,1.84,3.04,27.28,58.16,64.93,143.04,6.25,-38.18,336,0.0,93.1,,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#FFFFFF,#10B981
MSTR,342.06,,341.84,351.77,"409,719",-2.65,-0.67,69.25,105.77,-25.39,-6.7,110.75,-20.12,"2,836,910",-0.13,6.69,1.018,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#F87171,#10B981
OPEN,4.02,,3.96,4.97,"829,291",-14.47,,181.04,202.46,-22.97,,140.93,,"2,742,345",0.0,,0.8078,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PI,186.37,,176.4,189.43,943,4.2,13.1,77.25,61.88,6.68,-31.11,8.52,11.6,"4,021",0.05,8.44,0.9936,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981
ARRY,9.03,,9.01,9.61,"2,958",-5.54,,95.31,81.29,6.81,,46.44,,"106,367",0.01,,0.9221,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
DBRG,11.44,,11.14,11.49,"1,482",1.6,,58.79,42.64,-16.14,,2.7,,"87,579",-0.05,,1.0254,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
NIO,6.34,,6.31,6.62,"524,331",-5.37,,65.66,91.98,-2.13,,186.36,,"4,296,502",0.0,,0.8522,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ABR,11.82,,11.76,11.9,"15,010",0.08,1.81,41.4,42.56,,8.45,23.99,-8.36,"224,309",-0.1,4.67,0.7369,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#F87171,#10B981
LAC,2.98,,2.83,3.02,"4,558",3.47,,64.18,98.44,5.36,,69.57,,"171,694",-0.02,,0.8854,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
WELL,167.75,,166.07,168.15,"1,317",1.15,,23.04,34.44,39.59,,-6.73,,"24,309",0.41,,0.8904,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
U,40.34,,39.09,40.82,"91,117",0.67,,69.37,96.85,0.92,,125.34,,"1,013,854",0.02,,0.8928,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
