Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
UPST,73.28,,72.67,76.95,"119,485",-0.65,6.43,78.87,118.45,56.63,58.05,0.62,-46.02,"467,324",6.28,11.05,0.8266,#F87171,#10B981,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
SHOP,141.28,,139.91,143.09,"44,260",-0.18,,61.4,91.81,69.31,,2.77,,"512,655",1.58,,0.8282,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
XOM,114.29,,113.58,114.79,"70,410",0.83,,24.06,19.58,-18.69,,36.61,,"924,400",1.06,,0.8746,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
CABO,,,,,N/A,,,,,,,,,N/A,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
VTR,68.08,,67.46,68.14,"2,570",0.8,,19.41,28.4,50.59,,-0.66,,"11,635",0.6,,0.6891,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
IQ,2.65,,2.5,2.68,"42,272",5.58,,57.55,87.15,24.4,,143.54,,"861,401",0.23,,1.078,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
TTGT,5.9,,5.7,6.23,209,0.51,,84.47,236.53,12.28,,1.95,,"1,405",-1.33,,0.9197,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
HOPE,11.13,,11.12,11.29,17,-0.54,,31.2,127.62,45.85,,0.0,,294,-0.34,,,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
GWRE,217.02,,215.0,218.6,705,-0.77,,35.38,65.17,19.79,,-28.5,,"4,682",0.45,,1.3606,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
HALO,73.15,,72.47,73.26,"1,531",0.47,1.85,60.58,38.23,-23.78,-9.03,-30.12,2.41,"18,225",0.49,10.15,0.9746,#10B981,#10B981,#F87171,#F87171,#F87171,#10B981,#10B981,#10B981
ITGR,107.87,,106.72,108.11,35,0.46,-2.45,31.69,38.53,1.25,59.26,9.38,-2.78,248,2.9,6.9,0.9654,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981
VRNS,59.02,,58.66,59.72,237,-0.24,-0.15,29.13,30.87,-12.4,-7.64,-4.05,-65.95,"5,486",0.72,11.69,0.8964,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981
NEE,72.05,,71.82,72.75,"22,955",-0.06,,30.05,24.94,-10.18,,-45.77,,"627,115",1.04,,0.828,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF
