Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
STX,172.38,,167.11,173.21,"18,985",3.07,,41.79,43.11,-40.58,,11.74,,"146,896",0.82,,0.9008,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
HALO,72.81,,72.07,72.88,"2,191",-0.51,1.68,60.59,50.15,56.42,129.28,6.67,21.45,"18,137",3.95,10.96,0.9302,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981
JOYY,51.67,,51.46,54.1,758,-3.49,,25.77,23.54,-3.86,,2.57,,"4,570",-3.3,,0.8567,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
MITT,7.49,,7.4,7.5,373,0.27,,37.75,24.79,-22.95,,1.36,,"1,482",0.2,,0.8287,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
KHC,27.64,,27.38,27.95,"68,336",-0.9,,25.39,37.03,-16.19,,449.19,,"424,957",1.18,,0.8604,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
LRN,165.66,,165.5,169.08,"1,456",-2.44,-1.26,41.24,28.67,-67.15,,1.68,0.34,"16,454",3.15,4.5,0.9829,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981
ABR,11.82,,11.72,11.91,"14,605",0.0,4.05,40.76,40.66,-4.48,,-2.7,-9.45,"225,448",0.51,3.61,0.7509,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#10B981
LYV,166.62,,165.46,167.22,"3,664",0.63,,29.08,29.65,-4.55,,17.85,,"80,021",4.02,,0.9467,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
LAZR,1.76,,1.73,1.86,"7,706",-4.35,,93.38,143.61,-7.15,,61.21,,"201,508",0.32,,1.7209,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF
UPWK,14.91,,14.7,15.06,"1,370",0.74,,48.97,56.58,13.15,,14.93,,"45,126",-0.39,,1.0673,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF
